NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
62,니얼굴,서동일,두물머리픽쳐스,,(주)영화사 진진,2022-06-,개봉영화,장편,한국,65,,641,,98,다큐멘터리,전체관람가,독립/예술영화
63,모어,이일하,,,(주)엣나인필름,2022-06-,개봉영화,장편,한국,54,,606,,329,다큐멘터리,15세이상관람가,독립/예술영화
64,오싹한 동거,황경성,(주)컨택트미디어,,(주)컨택트미디어,2022-08-,개봉영화,장편,한국,5,,542,,481,멜로/로맨스,12세이상관람가,일반영화
65,인플루엔자,황준하,아이 엠,,아이 엠,2022-08-,개봉영화,장편,한국,15,,534,,414,드라마,15세이상관람가,독립/예술영화
66,작은새와 돼지씨,김새봄,레드펀트,,필름다빈,2022-08-,개봉영화,장편,한국,9,,525,,416,다큐멘터리,전체관람가,독립/예술영화
67,투란도트,,,,(주) 인스터 글로벌,2022-08-,개봉영화,장편,미국,6,,523,,411,공연,12세이상관람가,일반영화
68,아이를 위한 아이,이승환,(주)고집스튜디오,,(주)트리플픽쳐스,2022-07-,개봉영화,장편,한국,51,,497,,109,기타,12세이상관람가,독립/예술영화
69,그대가 조국,이승준,(주)켈빈클레인프로젝트,,(주)엣나인필름,2022-05-,개봉영화,장편,한국,601,,469,,179,다큐멘터리,12세이상관람가,독립/예술영화
70,락다운 213주,아담 메이슨,,그린나래미디어(주),"그린나래미디어(주),(주)인터파크",2022-08-,개봉영화,장편,미국,61,,361,,221,스릴러,15세이상관람가,일반영화
71,빅샤크4: 바다공룡 대모험,,,(주)히스토리필름,와이드 릴리즈(주),2022-07-,개봉영화,장편,중국,455,,356,,106,어드벤처,전체관람가,일반영화
72,베르네 부인의 장미정원,,,찬란,찬란,2022-06-,개봉영화,장편,프랑스,37,,332,,332,드라마,12세이상관람가,독립/예술영화
73,카우,안드레아 아놀드,,그린나래미디어(주),그린나래미디어(주),2022-08-,개봉영화,장편,영국,9,,326,,254,다큐멘터리,12세이상관람가,독립/예술영화
74,뒤틀린 집,강동헌,(주)테이크원스튜디오,,(주)스튜디오디에이치엘,2022-07-,개봉영화,장편,한국,156,,323,,223,공포(호러),15세이상관람가,일반영화
75,우먼,"얀 아르튀스-베르트랑,아나스타샤 미코바",,(주)에스와이코마드,(주)에스와이코마드,2022-08-,개봉영화,장편,프랑스,14,,318,,247,다큐멘터리,15세이상관람가,독립/예술영화
76,보통의 용기,구민정,KBS,,(주)드림팩트엔터테인먼트,2022-06-,개봉영화,장편,한국,7,,285,0,0,다큐멘터리,전체관람가,일반영화
77,태일이,홍준표,"(주)명필름,(주)스튜디오루머,전태일재단,유한회사 질라라비,영화 <태일이> 1970인 제작위원",,(주)리틀빅픽쳐스,2021-12-,개봉영화,장편,한국,458,,271,,71,애니메이션,전체관람가,독립/예술영화
78,K클래식 제너레이션,티에리 로로,,(주)뮤직앤아트컴퍼니,(주)엣나인필름,2022-08-,개봉영화,장편,기타,7,,267,,264,다큐멘터리,전체관람가,독립/예술영화
79,코다,션 헤이더,,판씨네마(주),판씨네마(주),2021-08-,개봉영화,장편,프랑스,308,,265,,51,드라마,12세이상관람가,독립/예술영화
80,드라이브 마이 카,하마구치 류스케,,"(주)영화사조아,(주)트리플픽쳐스",(주)트리플픽쳐스,2021-12-,개봉영화,장편,일본,69,,252,,252,드라마,15세이상관람가,독립/예술영화
81,카시오페아,신연식,(주) 루스이소니도스,,(주)트리플픽쳐스,2022-06-,개봉영화,장편,한국,175,,222,,10,드라마,12세이상관람가,독립/예술영화
82,경아의 딸,김정은,주마등필름,,㈜인디스토리,2022-06-,개봉영화,장편,한국,53,,210,,30,드라마,15세이상관람가,독립/예술영화
83,멘,알렉스 가랜드,,판씨네마(주),판씨네마(주),2022-07-,개봉영화,장편,미국,96,,200,,146,드라마,청소년관람불가,독립/예술영화
84,안나푸르나: 비욘드 써밋,이본 코르멘자나,,주식회사 풍경소리,주식회사 풍경소리,2022-07-,개봉영화,장편,스페인,5,,200,,60,드라마,12세이상관람가,독립/예술영화
85,그레이 맨,"안소니 루소,조 루소",,,씨제이 씨지브이(CJ CGV)(주),2022-07-,개봉영화,장편,미국,220,,195,,176,액션,15세이상관람가,일반영화
86,테이크 오프: 파도위에 서다,강대희,"데이 나이트 컴퍼니,(주)프레임픽쳐스",,(주)아우라픽처스,2022-08-,개봉영화,장편,한국,4,,169,,151,드라마,12세이상관람가,독립/예술영화
87,"파리, 13구",자크 오디아르,,찬란,"찬란,(주)하이스트레인저",2022-05-,개봉영화,장편,프랑스,59,,161,0,0,드라마,청소년관람불가,독립/예술영화
88,긴급구원 더레스큐,임초현,,(주)에이원엔터테인먼트,(주)에이원엔터테인먼트,2022-08-,개봉영화,장편,중국,5,,150,0,0,액션,12세이상관람가,독립/예술영화
89,브로커,고레에다 히로카즈,영화사 집,,(주)씨제이이엔엠,2022-06-,개봉영화,장편,한국,,,141,,116,드라마,12세이상관람가,일반영화
90,보드랍게,박문칠,(사)정신대할머니와함께하는시민모임,,(주)인디플러그,2022-02-,개봉영화,장편,한국,20,,116,,19,다큐멘터리,전체관람가,독립/예술영화
92,미인도: 와신상담,,,,초코필름,2022-08-,개봉영화,장편,중국,5,,100,,20,액션,15세이상관람가,독립/예술영화
93,슈퍼 후?,필리프 라슈,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2022-08-,개봉영화,장편,프랑스,5,,100,,20,코미디,15세이상관람가,독립/예술영화
94,합마신공,,,,초코필름,2022-08-,개봉영화,장편,중국,5,,100,,20,액션,15세이상관람가,독립/예술영화
96,메모리,마틴 캠벨,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2022-07-,개봉영화,장편,미국,46,,99,0,0,범죄,15세이상관람가,일반영화
97,소설가의 영화,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-04-,개봉영화,장편,한국,66,,91,,91,드라마,12세이상관람가,독립/예술영화
98,군다,빅토르 코사코프스키,,(주)영화사 진진,(주)영화사 진진,2022-07-,개봉영화,장편,미국,21,,90,,20,다큐멘터리,전체관람가,독립/예술영화
99,금의위: 용의 비검,등연성,,,(유)조이앤시네마,2022-08-,개봉영화,장편,중국,5,,84,,21,액션,15세이상관람가,독립/예술영화
100,아이언 크로스: 노르망디 상륙작전,티노 스트럭맨,,주식회사 풍경소리,주식회사 풍경소리,2022-07-,개봉영화,장편,미국,50,,80,,80,전쟁,15세이상관람가,일반영화
101,대명천군 금의위,등연성,,,(유)조이앤시네마,2022-08-,개봉영화,장편,중국,5,,71,,21,액션,15세이상관람가,독립/예술영화
103,광대: 소리꾼,조정래,주식회사 제이오엔터테인먼트코리아,,트윈플러스파트너스(주),2022-02-,개봉영화,장편,한국,116,,60,0,0,사극,12세이상관람가,일반영화
104,우연과 상상,하마구치 류스케,,그린나래미디어(주),"그린나래미디어(주),(주)영화사 안다미로",2022-05-,개봉영화,장편,일본,56,,53,,53,드라마,15세이상관람가,독립/예술영화
105,내가 못 나가는 것도 아닌데,김충길,김충길 필름,,김충길 필름,2022-08-,개봉영화,장편,한국,4,,48,,27,드라마,12세이상관람가,독립/예술영화
106,유나바머: 테드 K,,,씨네라인월드(주),씨네라인월드(주),2022-08-,개봉영화,장편,미국,5,,48,,34,범죄,15세이상관람가,독립/예술영화
107,감동주의보,김우석,(주)글로빅엔터테인먼트,,(주)스튜디오 보난자,2022-06-,개봉영화,장편,한국,28,,47,0,0,멜로/로맨스,전체관람가,독립/예술영화
108,스파이형 모델,김영일,워스트케이스 시나리오,,주식회사 씨엠닉스,2022-07-,개봉영화,장편,한국,4,,35,,27,SF,15세이상관람가,독립/예술영화
110,제로스 앤 원스,아벨 페라라,,(주)누리픽쳐스,(주)누리픽쳐스,2022-08-,개봉영화,장편,독일,5,,31,0,0,전쟁,15세이상관람가,독립/예술영화
111,우스운게 딱! 좋아!,"김현,정혜연",,,필름다빈,2022-06-,개봉영화,옴니버스,한국,14,,25,,6,드라마,15세이상관람가,독립/예술영화
123,머메이드 다운,,,주식회사 풍경소리,주식회사 풍경소리,2022-08-,개봉영화,장편,미국,1,,20,0,0,판타지,15세이상관람가,일반영화
140,위대한 침묵,송상민,(주)지티지그룹,,"(주)지티지그룹,와이드 릴리즈(주)",2022-06-,개봉영화,장편,한국,48,,16,,16,다큐멘터리,12세이상관람가,일반영화
141,디어헌터(감독판),마이클 치미노,,(주)시네마엔터,주식회사 블루필름웍스,2022-06-,개봉영화,장편,미국,4,,11,0,0,전쟁,15세이상관람가,독립/예술영화
142,낙소스 섬의 아리아드네,,,,(주) 인스터 글로벌,2022-07-,개봉영화,장편,미국,6,,10,,10,공연,전체관람가,일반영화
143,극장판 윌벤져스 : 수상한 캠핑 대소동,"신창환,류정우",(주)스튜디오게일,,(주)대교 미디어콘텐츠사업본부,2022-06-,개봉영화,장편,한국,110,,6,0,0,애니메이션,전체관람가,독립/예술영화
144,눈감은 여름,,,주식회사 콘텐츠플레이,주식회사 콘텐츠플레이,2022-06-,개봉영화,장편,베트남,6,,5,0,0,드라마,12세이상관람가,독립/예술영화
146,오마주,신수원,(주)준필름,,트윈플러스파트너스(주),2022-05-,개봉영화,장편,한국,133,,4,0,0,드라마,12세이상관람가,독립/예술영화
147,미친 능력,톰 고미칸,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2022-06-,개봉영화,장편,미국,110,,2,0,0,범죄,15세이상관람가,일반영화
148,윤시내가 사라졌다,김진화,한국영화아카데미,,"(주)블루라벨픽쳐스,디스트릭 몽",2022-06-,개봉영화,장편,한국,51,,2,0,0,드라마,12세이상관람가,독립/예술영화
