NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
43,쓰리: 아직 끝나지 않았다,박루슬란,아슬란필름,,필름다빈,2022-04-,개봉영화,장편,한국,77,,,,,드라마,15세이상관람가,독립/예술영화
44,앰뷸런스,마이클 베이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-04-,개봉영화,장편,미국,,,,,,액션,15세이상관람가,일반영화
45,오늘부터 우리는!!,후쿠다 유이치,,(주)미디어캐슬,(주)미디어캐슬,2022-04-,개봉영화,장편,일본,21,,,,,코미디,15세이상관람가,일반영화
46,복지식당,"정재익,서태수",제주에스엘(주),,㈜인디스토리,2022-04-,개봉영화,장편,한국,53,,,,,드라마,12세이상관람가,독립/예술영화
47,이상한 나라의 수학자,박동훈,(주)조이래빗,,(주)쇼박스,2022-03-,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화
48,쿠폰의 여왕,아론 고뎃,,주식회사 왓챠,"(주)영화특별시에스엠씨,주식회사 왓챠",2022-04-,개봉영화,장편,미국,180,,,,831,코미디,15세이상관람가,일반영화
49,셧 인,D.J. 카루소,,즐감,즐감,2022-05-,개봉영화,장편,미국,19,,,,,기타,15세이상관람가,일반영화
50,플레이그라운드,,,해피송,해피송,2022-05-,개봉영화,장편,벨기에,43,,,,,드라마,12세이상관람가,독립/예술영화
51,루이스 웨인: 사랑을 그린 고양이 화가,,,(주)퍼스트런,(주)씨제이이엔엠,2022-04-,개봉영화,장편,미국,530,,,,,드라마,12세이상관람가,일반영화
52,내가 처음으로 사랑한 소녀,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2022-04-,개봉영화,장편,홍콩,68,,,,565,멜로/로맨스,15세이상관람가,독립/예술영화
53,핑크퐁과 아기상어의 월드투어쇼,이승규,CGV ICECON,,CGV ICECON,2022-05-,개봉영화,장편,한국,39,,,,325,공연,전체관람가,일반영화
54,문폴,롤랜드 에머리히,,(주)누리픽쳐스,(주)누리픽쳐스,2022-03-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
55,잭 인 더 박스,로렌스 파울러,,(주)스튜디오 보난자,(주)스튜디오 보난자,2022-05-,개봉영화,장편,영국,45,,,,620,공포(호러),15세이상관람가,독립/예술영화
56,히든,한종훈,"(주)모그픽쳐스,(주)빛그림픽처스",,(주)박수엔터테인먼트,2022-05-,개봉영화,장편,한국,51,,,,364,액션,15세이상관람가,일반영화
57,봉명주공,김기성,케프-ㄹ러49,,(주)시네마달,2022-05-,개봉영화,장편,한국,24,,,,985,다큐멘터리,전체관람가,독립/예술영화
58,부기나이트,김경엽,(주)콘텐츠지,,(주)라온컴퍼니플러스,2022-04-,개봉영화,장편,한국,23,,,,794,코미디,15세이상관람가,일반영화
59,소설의 신,쿠보 시게아키,,,(주)미디어캐슬,2022-05-,개봉영화,장편,일본,3,,,,884,드라마,12세이상관람가,독립/예술영화
60,크로스 더 라인,다비드 빅토리,,(주)콘텐츠패밀리,(주)영화사오원,2022-05-,개봉영화,장편,스페인,34,,,,715,스릴러,청소년관람불가,독립/예술영화
61,모비우스,다니엘 에스피노사,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-03-,개봉영화,장편,미국,,,,,,액션,15세이상관람가,일반영화
62,파리의 피아니스트: 후지코 헤밍의 시간들,코마츠 소이치로,,(주)엣나인필름,(주)엣나인필름,2022-04-,개봉영화,장편,일본,17,,,,724,다큐멘터리,전체관람가,독립/예술영화
63,메리 미,캣 코이로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-03-,개봉영화,장편,미국,179,,,,,멜로/로맨스,12세이상관람가,일반영화
64,스펜서,파블로 라라인,,그린나래미디어(주),"(주)영화특별시에스엠씨,그린나래미디어(주)",2022-03-,개봉영화,장편,영국,730,,,,998,드라마,12세이상관람가,독립/예술영화
65,"위대한 계약: 파주, 책, 도시","김종신,정다운",기린그림,,(주)영화사 진진,2022-04-,개봉영화,장편,한국,30,,,,464,다큐멘터리,전체관람가,독립/예술영화
66,데드캠핑 더라이브,김현우,"(주)그노스,(주)파이브데이,꿀잼컴퍼니(주)",,"(주)그노스,(주)다날엔터테인먼트",2022-05-,개봉영화,장편,한국,50,,975,,510,스릴러,청소년관람불가,일반영화
67,코다,션 헤이더,,판씨네마(주),판씨네마(주),2021-08-,개봉영화,장편,프랑스,308,,939,,419,드라마,12세이상관람가,독립/예술영화
68,"허황옥 3일, 잃어버린 2천 년의 기억",진재운,(주)KNN,,(주)영화사 그램,2022-05-,개봉영화,장편,한국,21,,783,,265,다큐멘터리,전체관람가,독립/예술영화
69,태어나길 잘했어,최진영,대장정,,그린나래미디어(주),2022-04-,개봉영화,장편,한국,50,,715,,399,드라마,12세이상관람가,독립/예술영화
70,로망스 돌,타나다 유키,,(주)미디어캐슬,(주)미디어캐슬,2022-04-,개봉영화,장편,일본,7,,676,,357,멜로/로맨스,청소년관람불가,독립/예술영화
71,허셀프,필리다 로이드,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2022-05-,개봉영화,장편,영국,23,,646,,346,드라마,15세이상관람가,독립/예술영화
72,평평남녀,김수정,"브릿지 프로덕션,냉이영화",,영화배급협동조합 씨네소파,2022-04-,개봉영화,장편,한국,30,,596,,280,드라마,12세이상관람가,독립/예술영화
73,영희,차상민,주식회사 씨엠닉스,,주식회사 씨엠닉스,2022-05-,개봉영화,장편,한국,4,,578,,24,코미디,15세이상관람가,독립/예술영화
74,재춘언니,이수정,생의 한가운데,,(주)시네마달,2022-03-,개봉영화,장편,한국,44,,531,,505,다큐멘터리,12세이상관람가,독립/예술영화
75,뱅드림! 팝핀' 드림!,카키모토 코다이,,(주)애니플러스,(주)애니플러스,2022-03-,개봉영화,장편,일본,105,,511,,335,애니메이션,전체관람가,일반영화
76,늑대들,전규환,(주)트리필름,,(주)트리필름,2022-04-,개봉영화,장편,한국,29,,510,,298,액션,청소년관람불가,독립/예술영화
77,해피 데스나이트,에릭 포스버그,,,(유)조이앤시네마,2022-05-,개봉영화,장편,미국,50,,506,,120,공포(호러),15세이상관람가,일반영화
78,그날,아담 스틸웰,,즐감,즐감,2022-05-,개봉영화,장편,미국,50,,500,,120,공포(호러),15세이상관람가,일반영화
79,열대왕사,샤이페이 웬,,(주)싸이더스,(주)싸이더스,2022-04-,개봉영화,장편,중국,25,,456,,361,범죄,15세이상관람가,독립/예술영화
80,태일이,홍준표,"(주)명필름,(주)스튜디오루머,전태일재단,유한회사 질라라비,영화 <태일이> 1970인 제작위원",,(주)리틀빅픽쳐스,2021-12-,개봉영화,장편,한국,458,,439,0,0,애니메이션,전체관람가,독립/예술영화
81,드라이브 마이 카,하마구치 류스케,,"(주)영화사조아,(주)트리플픽쳐스",(주)트리플픽쳐스,2021-12-,개봉영화,장편,일본,69,,402,,402,드라마,15세이상관람가,독립/예술영화
82,액션동자,최영민,수리수리마수리,,(주)드림팩트엔터테인먼트,2022-05-,개봉영화,장편,한국,9,,374,,240,액션,전체관람가,독립/예술영화
83,역할들,연송하,쉼표,,쉼표,2022-03-,개봉영화,장편,한국,5,,311,,154,드라마,12세이상관람가,독립/예술영화
84,씽2게더,가스 제닝스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-01-,개봉영화,장편,미국,,,302,,12,애니메이션,전체관람가,일반영화
85,인연을 긋다,이정섭,(주)해오름이앤티,,시네마 뉴원,2022-05-,개봉영화,장편,한국,12,,280,,245,드라마,12세이상관람가,일반영화
87,우리가 사랑이라고 믿는 것,윌리엄 니콜슨,,(주)티캐스트,(주)티캐스트,2022-02-,개봉영화,장편,영국,44,,252,,252,드라마,12세이상관람가,독립/예술영화
88,달빛 그림자,에드문드 여,,(주)태양미디어그룹,(주)영화사오원,2022-04-,개봉영화,장편,일본,40,,234,,140,드라마,12세이상관람가,독립/예술영화
89,미싱타는 여자들,"이혁래,김정영",플라잉타이거픽처스,,(주)영화사 진진,2022-01-,개봉영화,장편,한국,39,,228,,168,다큐멘터리,전체관람가,독립/예술영화
90,쏴!쏴!쏴!쏴!탕,김재한,상남영화제작소,,상남영화제작소,2022-05-,개봉영화,장편,한국,3,,223,,22,드라마,12세이상관람가,독립/예술영화
91,패러렐 마더스,페드로 알모도바르,,찬란,(주)스튜디오디에이치엘,2022-03-,개봉영화,장편,스페인,88,,223,,114,멜로/로맨스,15세이상관람가,독립/예술영화
92,마지막부자 최준,장태령,주식회사 케이엠스타,,주식회사 케이엠스타,2022-05-,개봉영화,장편,한국,1,,220,,220,드라마,12세이상관람가,일반영화
93,카사네 : 빼앗는 얼굴,사토 유이치,,(주)씨네마블랙,(주)까멜리아이엔티,2022-05-,개봉영화,장편,일본,6,,216,,112,판타지,15세이상관람가,독립/예술영화
94,쥬라기 리턴즈,스콧 제프리,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2022-05-,개봉영화,장편,영국,5,,200,,20,액션,12세이상관람가,독립/예술영화
95,그래니트: 트루 솔저,,,주식회사 풍경소리,주식회사 풍경소리,2022-05-,개봉영화,장편,러시아,5,,180,,60,전쟁,청소년관람불가,독립/예술영화
96,청킹맨션,,,(주)케이티알파,(주)케이티알파,2022-04-,개봉영화,장편,홍콩,50,,180,,180,액션,15세이상관람가,일반영화
97,벨파스트,케네스 브래너,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-03-,개봉영화,장편,미국,272,,172,,162,드라마,12세이상관람가,독립/예술영화
98,헝거,강다연,영화사 케디필름,,"(주)디오시네마,(주)태양미디어그룹",2022-04-,개봉영화,장편,한국,20,,160,,57,SF,12세이상관람가,독립/예술영화
99,사랑 후의 두 여자,,,판씨네마(주),판씨네마(주),2022-03-,개봉영화,장편,영국,55,,156,,51,드라마,15세이상관람가,독립/예술영화
100,팔마,알렉산드리아 도모가로프에,,주식회사 루믹스미디어,(주)라이크콘텐츠,2022-04-,개봉영화,장편,러시아,15,,141,,12,드라마,전체관람가,독립/예술영화
101,신데렐라,,,,(주) 인스터 글로벌,2022-04-,개봉영화,장편,미국,7,,137,,51,공연,전체관람가,일반영화
102,약속의 네버랜드,히라카와 유이치로,,(주)엔케이컨텐츠,(주)디스테이션,2022-04-,개봉영화,장편,일본,59,,137,,137,판타지,12세이상관람가,독립/예술영화
103,그리스도 디 오리진,,,"주식회사 풍경소리,(주)타임앤드스페이스",(주)까멜리아이엔티,2022-04-,개봉영화,장편,기타,71,,130,,25,드라마,12세이상관람가,독립/예술영화
104,불도저에 탄 소녀,박이웅,(주)고집스튜디오,,트윈플러스파트너스(주),2022-04-,개봉영화,장편,한국,203,,130,,30,드라마,15세이상관람가,독립/예술영화
105,리골레토,,,,(주) 인스터 글로벌,2022-05-,개봉영화,장편,미국,6,,125,,101,공연,12세이상관람가,일반영화
106,메이드인세운상가,이상식,(주)더존크리에이티브,,(주)더존크리에이티브,2022-05-,개봉영화,장편,한국,9,,114,,72,공연,15세이상관람가,일반영화
107,해적: 도깨비 깃발,김정훈,"(주)어뉴,오스카10스튜디오",,롯데컬처웍스(주)롯데엔터테인먼트,2022-01-,개봉영화,장편,한국,,,106,,76,어드벤처,12세이상관람가,일반영화
108,하로동선,김시우,(주)나인테일즈코리아,,주식회사 블루필름웍스,2022-03-,개봉영화,장편,한국,23,,102,0,0,드라마,15세이상관람가,독립/예술영화
113,4월은 너의 거짓말,신조 타케히코,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2022-04-,개봉영화,장편,일본,109,,96,,46,멜로/로맨스,전체관람가,일반영화
114,명색이 아프레걸,김광보,문화체육관광부 국립극장,,(주)케빈앤컴퍼니,2022-05-,개봉영화,장편,한국,9,,81,,50,공연,전체관람가,일반영화
115,나의 집은 어디인가,,,,주식회사 왓챠,2022-04-,개봉영화,장편,기타,34,,79,,54,다큐멘터리,12세이상관람가,독립/예술영화
116,어나더 라운드,토마스 빈터베르그,,(주)엣나인필름,(주)엣나인필름,2022-01-,개봉영화,장편,기타,175,,77,,77,코미디,15세이상관람가,독립/예술영화
117,대명금의위2: 척살무사,,,,(유)조이앤시네마,2022-05-,개봉영화,장편,중국,5,,74,,20,액션,15세이상관람가,독립/예술영화
118,고양이들의 아파트,정재은,영화사 못,,"(주)엣나인필름,(주)메타플레이",2022-03-,개봉영화,장편,한국,75,,73,,36,다큐멘터리,전체관람가,독립/예술영화
119,스텔라,권수경,(주)데이드림엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2022-04-,개봉영화,장편,한국,690,,68,0,0,코미디,15세이상관람가,일반영화
120,스파이더맨: 노 웨이 홈,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-12-,개봉영화,장편,미국,,,62,0,0,액션,12세이상관람가,일반영화
121,고스팅 글로리아,,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,2022-04-,개봉영화,장편,우루과이,20,,60,,15,멜로/로맨스,15세이상관람가,독립/예술영화
123,욕망: 신세계,야마시타 노부히로,,(유)조이앤시네마,(유)조이앤시네마,2022-05-,개봉영화,옴니버스,일본,4,,51,,20,드라마,12세이상관람가,독립/예술영화
124,"다녀와요, 다녀왔습니다","손인영,윤재원",문화체육관광부 국립극장,,(주)케빈앤컴퍼니,2022-04-,개봉영화,장편,한국,8,,44,,35,공연,전체관람가,일반영화
125,데스위시 더 게임,제임스 쿨렌 브레삭,,,(유)조이앤시네마,2022-04-,개봉영화,장편,미국,50,,44,0,0,액션,15세이상관람가,일반영화
126,아파치 정션 : 무법자의 지대,저스틴 리,,,주식회사 모쿠슈라픽쳐스,2022-04-,개봉영화,장편,미국,14,,44,,19,서부극(웨스턴),15세이상관람가,일반영화
127,몬스터 아일랜드,마크 앳킨스,,,(유)조이앤시네마,2022-04-,개봉영화,장편,미국,50,,43,0,0,SF,15세이상관람가,일반영화
128,극장판 안녕 자두야: 제주도의 비밀,손석우,아툰즈,,(주)씨제이이엔엠,2022-01-,개봉영화,장편,한국,618,,42,,42,애니메이션,전체관람가,일반영화
129,이스케이프 런,파렌 블랙번,,(유)조이앤시네마,(유)조이앤시네마,2022-04-,개봉영화,장편,프랑스,5,,30,0,0,드라마,15세이상관람가,독립/예술영화
130,이터널 로드,안티-주시 안닐라,,(주)태양미디어그룹,(주)태양미디어그룹,2022-05-,개봉영화,장편,핀란드,4,,30,0,0,드라마,15세이상관람가,독립/예술영화
131,어거스트 버진,,,,M&M 인터내셔널,2022-03-,개봉영화,장편,스페인,49,,28,,28,드라마,15세이상관람가,독립/예술영화
132,행복을 전하는 편지,스베틀라나 수하노바,,(주)히스토리필름,(주)히스토리필름,2022-04-,개봉영화,장편,러시아,9,,28,,28,드라마,전체관람가,독립/예술영화
142,리코리쉬 피자,폴 토마스 앤더슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-02-,개봉영화,장편,미국,222,,20,,20,멜로/로맨스,15세이상관람가,독립/예술영화
162,드라이,로버트 코놀리,,(주)영화사 진진,(주)영화사 진진,2022-03-,개봉영화,장편,호주,110,,15,0,0,미스터리,15세이상관람가,독립/예술영화
163,금의위 3인의 무사 2,,,,(유)조이앤시네마,2022-04-,개봉영화,장편,중국,5,,13,0,0,액션,15세이상관람가,독립/예술영화
164,금의위4 지존무사,등연성,,,(유)조이앤시네마,2022-04-,개봉영화,장편,중국,5,,11,0,0,액션,15세이상관람가,독립/예술영화
165,킹 리차드,레이날도 마르쿠스 그린,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-03-,개봉영화,장편,미국,156,,11,0,0,가족,12세이상관람가,일반영화
168,더 배트맨,맷 리브스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-03-,개봉영화,장편,미국,,,8,0,0,액션,15세이상관람가,일반영화
169,당신얼굴 앞에서,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-10-,개봉영화,장편,한국,69,,7,,7,드라마,15세이상관람가,독립/예술영화
171,엄마와 나,연왕모,모모루덴스,,(주)드림팩트엔터테인먼트,2022-04-,개봉영화,장편,한국,7,,6,0,0,다큐멘터리,전체관람가,독립/예술영화
172,곡녀,정인철,대성필름,,시네마 뉴원,2022-03-,개봉영화,장편,한국,7,,2,0,0,드라마,12세이상관람가,독립/예술영화
174,보드랍게,박문칠,(사)정신대할머니와함께하는시민모임,,(주)인디플러그,2022-02-,개봉영화,장편,한국,20,,2,0,0,다큐멘터리,전체관람가,독립/예술영화
177,쿵푸 허슬: 무적 파이터,엽영건,,위드시네마,위드시네마,2022-05-,개봉영화,장편,홍콩,1,,2,0,0,액션,15세이상관람가,일반영화
